Model,Layer,Dataset,Index,Label,Pred_M,Pred_SoM,Pred_hG,Correct_M,Correct_SoM,Correct_hG
GPT-2 Small,6,winogrande,433,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,434,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,435,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,436,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,437,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,438,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,439,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,440,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,441,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,442,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,443,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,444,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,445,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,446,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,447,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,448,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,449,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,450,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,451,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,452,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,453,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,454,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,455,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,456,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,457,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,458,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,459,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,460,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,461,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,462,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,463,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,464,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,465,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,466,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,467,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,468,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,469,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,470,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,471,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,472,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,473,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,474,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,475,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,476,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,477,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,478,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,479,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,480,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,481,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,482,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,483,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,484,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,485,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,486,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,487,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,488,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,489,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,490,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,491,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,492,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,493,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,494,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,495,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,496,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,497,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,498,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,499,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,500,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,501,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,502,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,503,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,504,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,505,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,506,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,507,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,508,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,509,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,510,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,511,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,512,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,513,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,514,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,515,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,516,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,517,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,518,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,519,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,520,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,521,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,522,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,523,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,524,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,525,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,526,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,527,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,528,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,529,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,530,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,531,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,532,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,533,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,534,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,535,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,536,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,537,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,538,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,539,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,540,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,541,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,542,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,543,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,544,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,545,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,546,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,547,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,548,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,549,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,550,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,551,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,552,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,553,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,554,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,555,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,556,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,557,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,558,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,559,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,560,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,561,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,562,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,563,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,564,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,565,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,566,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,567,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,568,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,569,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,570,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,571,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,572,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,573,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,574,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,575,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,576,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,577,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,578,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,579,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,580,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,581,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,582,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,583,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,584,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,585,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,586,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,587,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,588,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,589,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,590,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,591,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,592,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,593,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,594,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,595,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,596,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,597,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,598,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,599,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,600,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,601,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,602,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,603,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,604,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,605,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,606,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,607,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,608,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,609,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,610,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,611,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,612,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,613,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,614,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,615,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,616,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,617,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,618,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,619,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,620,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,621,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,622,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,623,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,624,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,625,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,626,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,627,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,628,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,629,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,630,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,631,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,632,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,633,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,634,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,635,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,636,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,637,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,638,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,639,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,640,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,641,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,642,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,643,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,644,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,645,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,646,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,647,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,648,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,649,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,650,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,651,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,652,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,653,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,654,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,655,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,656,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,657,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,658,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,659,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,660,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,661,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,662,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,663,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,664,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,665,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,666,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,667,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,668,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,669,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,670,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,671,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,672,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,673,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,674,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,675,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,676,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,677,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,678,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,679,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,680,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,681,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,682,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,683,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,684,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,685,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,686,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,687,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,688,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,689,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,690,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,691,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,692,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,693,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,694,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,695,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,696,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,697,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,698,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,699,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,700,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,701,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,702,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,703,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,704,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,705,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,706,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,707,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,708,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,709,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,710,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,711,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,712,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,713,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,714,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,715,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,716,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,717,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,718,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,719,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,720,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,721,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,722,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,723,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,724,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,725,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,726,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,727,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,728,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,729,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,730,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,731,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,732,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,733,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,734,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,735,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,736,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,737,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,738,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,739,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,740,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,741,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,742,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,743,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,744,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,745,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,746,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,747,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,748,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,749,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,750,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,751,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,752,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,753,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,754,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,755,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,756,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,757,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,758,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,759,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,760,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,761,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,762,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,763,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,764,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,765,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,766,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,767,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,768,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,769,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,770,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,771,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,772,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,773,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,774,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,775,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,776,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,777,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,778,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,779,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,780,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,781,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,782,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,783,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,784,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,785,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,786,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,787,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,788,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,789,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,790,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,791,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,792,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,793,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,794,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,795,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,796,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,797,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,798,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,799,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,800,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,801,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,802,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,803,1,0,1,1,0,1,1
GPT-2 Small,6,winogrande,804,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,805,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,806,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,807,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,808,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,809,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,810,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,811,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,812,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,813,0,0,1,1,1,0,0
GPT-2 Small,6,winogrande,814,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,815,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,816,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,817,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,818,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,819,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,820,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,821,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,822,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,823,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,824,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,825,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,826,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,827,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,828,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,829,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,830,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,831,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,832,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,833,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,834,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,835,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,836,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,837,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,838,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,839,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,840,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,841,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,842,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,843,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,844,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,845,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,846,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,847,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,848,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,849,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,850,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,851,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,852,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,853,0,1,0,0,0,1,1
GPT-2 Small,6,winogrande,854,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,855,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,856,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,857,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,858,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,859,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,860,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,861,1,1,0,0,1,0,0
GPT-2 Small,6,winogrande,862,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,863,0,0,0,0,1,1,1
GPT-2 Small,6,winogrande,864,1,0,0,0,0,0,0
GPT-2 Small,6,winogrande,865,1,1,1,1,1,1,1
GPT-2 Small,6,winogrande,866,0,1,1,1,0,0,0
GPT-2 Small,6,winogrande,867,0,0,0,0,1,1,1
